Sample ID,Lake ID,Round,Lake Name,Sampling Date & Time,Year,Total Alkalinity (mg/L as CaCO3),Chlorophyll a (free of pheophytin) (µg/L),Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L),Involatile (Inorganic) Suspended Solids (mg/L),TN (mg/L),Total Phosphorus as P (µg/L),Soluble Reactive Phosphorus as P (µg/L),NO3+NO2 as N (Cadmium-reduced) (mg/L),Lake Depth at Sampling Site (m),Secchi Transparency at Sampling Site (m),Epilimnetic Average Temperature (°C),Epilimnetic Average pH,Epilimnetic Average Dissolved Oxygen (% Saturation),Epilimnetic Average Dissolved Oxygen (mg/L),Epilimnetic Average Specific Conductivity (uS/cm),Epilimnetic Average Total Dissolved Solids (g/L),Epilimnetic Average Turbidity (NTU),Phytoplankton Total Biomass (mg/L),Zooplankton Total Biomass (µg/L),Bacillariophyta,Chlorophyta,Chrysophyta,Cryptophyta,Cyanophyta,Dinophyta,Euglenophyta,Haptophyta,Alona,Anuraeopsis,Ascomorpha,Asplanchna,Asplanchnopus,Bosmina,Brachionus,Calanoida,Ceriodaphnia,Chydorus,Collotheca,Conochilus (Individual),Coulrella,Cyclopoida,Daphnia,Daphnia lumholtzi,Diaphanosoma,Disparalona,Euchlanis,Filinia,Gastropus,Hexarthra ,Kellicottia,Keratella cochlearis,Keratella quadrata,Lecane,Lepadella,Leptodora,Macrochaetus,Moina,Monostyla,Mytilina,Nauplii,Notholca,Platyias,Pleuroxus,Polyarthra,Pompholyx,Proales,Pseudochydorus,Synchaeta,Testudinella,Trichocerca
2007170038,74,2,(074) Little Spirit Lake (Dickinson ) ,6/19/2007 13:00,,173,206.4,28,19,9,2.19,135,2.5,0.29,2.7,0.4,23.5,8.8,108,9.2,397,,36,184.78527,175.03621,1.55842,,,,183.22685,,,,,,,26.430652,,,,15.80387,,,,0.264351,,42.072065,66.667443,,,,,,,,,0.04503,,,,,,,,,23.752799,,,,,,,,,,
2007204008,74,3,(074) Little Spirit Lake (Dickinson ) ,7/23/2007 16:30,,172,296.8,47,46,2,3.24,421,21,0.29,2.5,0.22,28.7,9.2,289,22.3,391,,113,72.8704,615.680721,,0.05976,,0.89248,71.91816,,,,,,,,,,,279.348104,,,,,,182.871528,91.673119,,,,,0.568724,,,,0.055962,,,,,,,,,61.163284,,,,,,,,,,
2009154006,74,1,(074) Little Spirit Lake (Dickinson ) ,6/3/2009 11:40,,243,6,9.7,4,6.9,1.33,101.8,54.3,0.25,2.7,0.7,19.4,8.8,81.3,7.5,500,,9.3,26.48954,64.560409,0.42594,0.04801,,,26.01559,,,,,,,,,,,17.855002,,,,,,0.154192,42.265637,,,,,,,,,,,,,,,,,,4.285578,,,,,,,,,,
2009188052,74,2,(074) Little Spirit Lake (Dickinson ) ,7/7/2009 11:20,,238,16,13.6,9.2,4.4,2.14,210.6,79.4,0.25,2.8,2,24.4,9.1,143,11.9,540,,34.2,44.22748,404.965837,0.02641,1.26744,,,42.93363,,,,,,,,,,,90.800249,,,,,,,307.493866,,,,,,,,,0.890816,,,,,,,,,5.780906,,,,,,,,,,
2009216059,74,3,(074) Little Spirit Lake (Dickinson ) ,8/4/2009 12:15,,275,12,7.9,4,2,1.87,320.2,229.2,0.25,2.7,1,23.8,8.8,95.4,8.1,530,,11.1,43.5011,52.172125,0.57211,0.01413,,0.36728,42.54758,,,,,,,,,,,18.567239,,,,,,14.972063,,,,,,,,,,0.046631,,,,,,,,,18.586192,,,,,,,,,,
2010152012,74,1,(074) Little Spirit Lake (Dickinson ) ,6/1/2010 16:35,,188,3,2.5,4.5,2,0.25,84.7,37.8,0.25,2.8,2.8,22.1,8.8,117,10.2,470,,2.1,9.21882657,723.622,0.022065631,0.118621843,,0.109919124,8.968219972,,,,,,,,,,,173.889,,2.369,,,,105.529,389.034,,,,,,,,,0.088,0.581,,,,,,,,50.016,,,,2.116,,,,,,
2010200010,74,2,(074) Little Spirit Lake (Dickinson ) ,7/19/2010 15:05,,186,72,14.5,4.5,6.5,2.66,257.1,127.6,0.25,2.9,0.7,27,8.6,106.2,8.4,460,,22.2,101.6388138,553.0133986,0.036018776,0.004802503,0.019210014,0.028815021,101.5499675,,,,,,,,,5.229223956,0.123328531,16.52832053,,144.6492166,,0.1155542,,28.8370035,322.8388919,,,,,0.607192861,,,,0.393676321,0.241927252,,,,,,,,32.84872294,,,,0.328246789,0.272093234,,,,,
2010244004,74,3,(074) Little Spirit Lake (Dickinson ) ,9/1/2010 10:00,,174,69,40.7,16.7,24,2.12,138.9,4,0.25,2.7,0.3,23.7,8.8,100.4,8.5,390,,36.3,867.037287,1704.4818,2.829170347,0.129580321,,,864.0401422,,0.038394169,,,,,35.72928385,,133.0601801,,744.7547631,492.8852554,200.7087907,,,,57.077777,19.91686461,,,,,,,,,0.118892423,,,,,,,,,17.75877051,,,,0.684860143,,,,0.292747029,,1.493615039
2011152039,74,1,(074) Little Spirit Lake (Dickinson ) ,6/1/2011 11:32,,174,63,17.3,10,7.3,4.66,86.9,5.5,0.2,2.8,0.4,19,8.9,118.4,11,390,0.3,37.4,79.24973619,577.5136467,7.968692901,0.225837475,0.015574998,0.105131238,70.82936834,,0.105131238,,,,,59.71395278,,26.97362642,,344.5732628,33.25017566,14.81963279,,1.587155645,,32.64375208,44.1584613,,,,,,,,,0.062138039,,,,,,,,,19.07261168,,,,0.658877491,,,,,,
2011199057,74,2,(074) Little Spirit Lake (Dickinson ) ,7/18/2011 15:51,,188,67,24,11.4,12.6,0.25,134.8,5.5,0.2,2.8,0.7,28.8,8.4,208.7,16.1,410,0.3,20.8,38.66570837,1460.589058,21.65275728,0.343872568,,4.208467785,12.33637291,,0.124237831,,,,,5.167447123,,86.54270934,,257.2674538,455.6811996,,,0.106693149,,349.4498168,178.1210193,,,,,0.133601654,,,,4.034225528,1.335838472,0.108998336,,,,,,,74.6227808,,,,48.01727443,,,,,,
2011241013,74,3,(074) Little Spirit Lake (Dickinson ) ,8/29/2011 15:08,,178,60,18.8,10,8.8,2.81,109.9,5.5,0.2,2.5,0.3,24.7,8.7,126.1,10.5,390,0.3,42.4,30.50779298,897.1620144,0.648123636,0.035562339,0.049787275,0.27027378,29.50404595,,,,,,,24.35198193,,216.3294167,0.241460297,20.1069704,331.6930379,7.9340456,,0.063510747,,28.3953026,225.9150654,,,,,0.046964373,,,,0.087703182,,,,,,,,,40.16563935,,,,1.750265917,0.080650052,,,,,
2012150030,74,1,(074) Little Spirit Lake (Dickinson ) ,5/29/2012 9:34,,192,23,24.4,9.2,15.2,2.28,60.8,5,0.52,3,0.6,19.8,8.6,112.9,10.3,280,0.4,18.6,260.1552655,664.5524117,28.09434492,2.902524334,,0.062921856,228.9655712,,0.129903187,,,,,,,25.27706681,1.067156025,162.1181555,263.8784933,5.818139514,,,,62.19621384,107.3187386,,,,,,,,,0.996362186,,,,,,,,,30.69507594,,,,,4.138548827,,,,,1.04846114
2012198021,74,2,(074) Little Spirit Lake (Dickinson ) ,7/16/2012 14:36,,182,40,29.9,13.4,16.5,2.25,40.6,5,0.03,2.6,0.5,28,8.6,101.5,7.9,290,0.4,22.3,22.99383491,684.8024152,2.654000275,0.157766149,,0.118324611,19.89559837,,0.1681455,,,,0.061436613,,,48.81804456,,146.0935137,174.9799754,59.18719455,,0.641041545,,68.32113237,91.78516491,,,,,2.467437895,,,,7.804738851,,,,,,,,,83.79910076,,,,0.300763834,,,,,,0.542870217
2012241004,74,3,(074) Little Spirit Lake (Dickinson ) ,8/28/2012 14:50,,195,30,13.8,9,4.8,2.04,58,5,0.09,2.4,0.6,24.3,8.5,93.5,7.8,290,0.4,12.8,19.11531517,444.5590572,0.18376852,0.420245227,,0.444499924,17.79350473,,0.273296773,,,,,2.555150439,,55.86973874,,131.7317831,98.87486662,2.258309939,,0.070836124,,65.11454942,57.11898135,,,,,0.794294912,,,,2.092060883,,,,,,,,,26.69767372,,,,1.251980411,0.128831589,,,,,
2013148006,74,1,(074) Little Spirit Lake (Dickinson ) ,5/28/2013 12:16,,189,1,19.6,6.4,13.2,2.18,135.6,74.8,0.07,2.6,0.8,14.8,8.1,84.4,8.5,440,0.3,18.1,2.617966475,444.9243053,0.852353966,0.203384341,,1.413384146,0.120902184,,0.027941838,,,,,,,19.74782497,,175.8595501,,,,,,76.25871391,156.8706462,,,,,,,,,0.103858678,0.968075692,,,,,,,,15.1156357,,,,,,,,,,
2013196007,74,2,(074) Little Spirit Lake (Dickinson ) ,7/15/2013 14:50,,203,25,10.5,8.5,1.6,1.69,113.3,77.5,0.19,2.6,1,26.5,8.8,135.9,10.9,460,0.3,14.2,24.72374704,591.1289484,0.037440447,1.419024748,,0.396431842,22.83599885,,0.034851151,,,,,,,12.59615544,,316.3012004,,,,0.014782595,,108.2673078,114.4245954,,,,,,,,,0.03394818,,,,,,,,,39.49095857,,,,,,,,,,
2013239008,74,3,(074) Little Spirit Lake (Dickinson ) ,8/27/2013 16:30,,217,49,12.7,8.3,4.3,2.82,272.1,146.6,0.07,2.4,0.9,27.6,8.8,131.8,10.4,480,0.3,17.6,23.02720748,319.1477429,,0.014817641,,0.213374036,22.7990158,,,,,,,,,,,35.38726358,,1.490921434,,0.081777405,,2.462507371,275.7221686,,,,,,,,,0.010259631,,,,,,,,,3.960376516,,,,0.032468355,,,,,,
2014154005,74,1,(074) Little Spirit Lake (Dickinson ) ,6/3/2014 8:29,,214,46.6,13.3,6,7.3,2.46,207,99.9,0.22,2.6,0.8,21.7,8.5,88.6,7.8,480,0.3,12.3,16.08244973,310.1032216,,0.005521204,,0.440223983,15.63670454,,,,,,,2.349458061,,,,,,,,3.899502528,,50.42462883,230.3454533,,,,,,,,,,6.94591112,,,,,,,,16.1382678,,0,,,,,,,,
2014202006,74,2,(074) Little Spirit Lake (Dickinson ) ,7/21/2014 15:40,,225,22.2,25.2,8,17.2,2.06,240.9,155.6,0.26,2.7,0.5,24.3,8.1,108,9,490,0.3,40.3,6.436777143,96.68619173,0.017036857,0.005047958,,0.514891692,5.899800636,,,,,,,,,,,52.82424554,,5.777218398,,0.22937357,,0.579792967,33.6054493,,,,,,,,,0.241155066,,,,,,,,,3.428956889,,0,,,,,,,,
2014244007,74,3,(074) Little Spirit Lake (Dickinson ) ,9/1/2014 15:34,,231,18.7,22.2,9,13.2,1.61,221.6,139.3,0.08,2.6,0.3,23.1,8.6,106.5,9.1,480,0.3,22.4,29.80614915,256.0299715,0.382361767,0.110932118,,0.056646188,29.25620908,,,,,,,,,1.689350769,,151.7525088,,39.34136013,,0.624003413,,17.76275446,37.08169781,,,,,,,,,0.01569608,,,,,,,,,7.762600011,,0,,,,,,,,
2015153005,74,1,(074) Little Spirit Lake (Dickinson ) ,6/2/2015 10:35,,242,7.3,19.2,5,14.2,2.55,153.4,84.5,0.39,2.5,0.5,17.9,8.2,262.5,24.9,520,0.3,13.9,7.233833328,178.2591941,,0.094656261,,0.797817055,6.341360012,,,,,,,,,,,43.20459118,,,,0.035412106,,0.366134507,127.9144824,,,,,,,,,0.004122146,0.229200993,,,,,,,,6.505250724,,,,,,,,,,
2015201006,74,2,(074) Little Spirit Lake (Dickinson ) ,7/20/2015 15:35,,259,10.3,36.3,8.3,28,1.89,352,243.9,0.03,2.5,0.3,27,8.5,101.2,8.06,570,0.37,29.2,7.292219596,306.5339521,,,,1.719626991,5.537257804,,,0.035334801,,,,,,,,176.9108084,,8.703614071,,,,9.323942521,100.263596,,,,,,,,,0.018873311,,,,,,,,,11.31311776,,,,,,,,,,
2015242008,74,3,(074) Little Spirit Lake (Dickinson ) ,8/30/2015 15:25,,236,180.4,32.4,24.4,8,3.14,412.1,194.1,0.03,2.5,0.4,20.2,8.8,230.2,20.8,500,0.32,42,113.3029404,600.6968949,,0.008204266,,0.103920702,113.1867133,,,0.004102133,,,,,,,,78.43560846,,182.1424141,,,,,301.4403152,,32.86090314,,,,,,,0.543167163,,,,,,,,,5.274486886,,,,,,,,,,
2000192006,75,1,(075) Little Wall Lake (Hamilton ) ,7/10/2000 7:50,,201,72.1,48,27,21,2.67,,,0.25,2,0.33,27,9,101,8.1,588,,46,15.41992,,0.55892,0.84461,,0.02027,13.57382,0.4223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000213010,75,2,(075) Little Wall Lake (Hamilton ) ,7/31/2000 10:00,,192,51.9,57,6,35,2.74,,,0.3,1.4,0.33,24.8,9.1,120,10,397,,19,54.15556,5.495942,0.43244,0.9919,,2.47584,50.25538,,,,,,,,,,0.230291,,,,,,,0.575076,2.782894,,,,,,,,,0.27914,,,,,,,,,1.628541,,,,,,,,,,
2000242004,75,3,(075) Little Wall Lake (Hamilton ) ,8/29/2000 9:00,,172,8.2,26,0.5,4,2.54,,,0.38,1.8,0.45,23.3,9.1,105,8.9,355,,33,40.02076,113.233972,0.1304,0.40912,,0.30806,36.1692,3.00398,,,,,,,,,,31.275849,,,,,,1.750898,79.539399,,,,,,,,,0.027712,,,,,,,,,0.640114,,,,,,,,,,
2001155006,75,1,(075) Little Wall Lake (Hamilton ) ,6/4/2001 0:00,,168,67.4,84,22,21,0.95,239,,0.27,1.8,0.15,15.2,8.8,130,13,349,,62,25.05925,1168.07224,2.86173,7.40729,,0.14328,14.64695,,,,,,,,,,0.983722,41.836181,,,,,,91.121311,1004.531161,,,,,0.856066,,,,0.036733,,,,,,,,,27.842562,,,,,,,,,,0.864504
2001190006,75,2,(075) Little Wall Lake (Hamilton ) ,7/9/2001 0:00,,168,135.5,197,4,74,0.14,337,,0.23,1.8,0.15,26.6,8.4,104,8.4,498,,82,25.52968,219.051242,1.79205,7.76009,,0.08968,14.89144,0.99642,,,,,,,,,1.309045,81.477065,,,,,,14.37067,118.053804,,,,,2.825031,,,,0.195854,,,,,,,,,0.506552,,,,,,,,,,0.313221
2001218009,75,3,(075) Little Wall Lake (Hamilton ) ,8/6/2001 0:00,,160,138.7,140,0.5,20,0.78,204,,0.37,1.8,0.2,29.7,7.1,110,8.3,409,,41,39.97208,532.072308,3.57473,2.26532,,0.5249,30.76214,2.84499,,,,,,,,,8.823118,493.758092,,,,,,14.813152,,,,,,5.543182,,,,2.379429,,,,,,,,,6.755335,,,,,,,,,,
2002196006,75,2,(075) Little Wall Lake (Hamilton ) ,7/15/2002 0:00,,171,35.3,55,5,32,2.08,91,5,1.71,1.1,0.2,24.5,6.6,120,10,734,,31,8.46338,98.597978,0.09398,0.15281,,0.01741,7.74301,0.41001,0.04616,,,,,,,,0.901008,28.261118,,,,,,4.418365,49.883781,,,,,1.298659,,,,0.748502,,,,,,,,,13.086545,,,,,,,,,,
2002224010,75,3,(075) Little Wall Lake (Hamilton ) ,8/12/2002 10:30,,197,21.6,10,10,4,2.96,71,3,1.64,1.2,0.7,24.4,7.5,64,5.3,535,,15,48.9495,852.848792,1.55054,0.87858,,0.00733,46.1131,0.39695,0.003,,,,,,,,2.337993,371.199228,13.495514,,,,,18.043238,426.692019,,,,,2.294172,,,,0.676478,,,,,,,,,15.851727,,,,0.901595,,,,,,1.356828
2003160006,75,1,(075) Little Wall Lake (Hamilton ) ,6/9/2003 0:00,,146,40.9,19,7,7,2.32,81,2.5,0.24,1.9,0.3,18.7,9.6,135,12.6,475,,27,366.58034,407.657666,0.4939,1.24826,0.01037,0.02246,364.77425,,0.0311,,,,,43.705018,,27.177816,0.18901,171.343423,,,,,,,150.551327,,,,,,,,,0.296491,,0.040013,,,,,,,12.503208,,,,0.749546,,,,,,1.101814
2003195004,75,2,(075) Little Wall Lake (Hamilton ) ,7/14/2003 8:50,,119,0.5,49,4,23,2.25,98,2,0.2,2.6,0.38,24.7,9.1,112,9.3,439,,25,88.97108,73.50441,0.03879,0.61906,,0.08933,87.36701,0.85689,,,,,,,,,4.434248,24.668227,,,,0.000563,,10.455554,27.63407,,,,,0.173124,,,,0.097849,,,,,,,,,5.61269,,,,0.428085,,,,,,
2003223006,75,3,(075) Little Wall Lake (Hamilton ) ,8/11/2003 9:30,,130,23.7,51,7,13,2.5,114,2,0.24,2.1,0.35,25.1,9.3,98,8.1,477,,31,18.76055,1043.478261,0.18551,0.57071,,0.02416,17.84303,0.13152,0.00562,,,,,20.817402,,711.59977,1.501752,29.542914,104.761942,,,,,43.586246,78.168004,,,,,8.098152,,,,1.619752,,,,,,,,,38.862728,,,,0.525687,0.160963,,,,,4.232949
2004159008,75,1,(075) Little Wall Lake (Hamilton ) ,6/7/2004 8:15,,158,28.2,49,4,15,1.43,114,2.5,0.2,2.3,0.35,22.4,9,116,10.1,483,,59,77.59733,717.397014,0.26859,1.64073,,0.42502,75.26299,,,,,,,5.232283,,37.460171,11.735699,40.424485,591.76789,,,,,6.744102,16.932701,,,,,,,,,0.317835,,,,,,,,,6.472785,,,,0.309063,,,,,,
2004194008,75,2,(075) Little Wall Lake (Hamilton ) ,7/12/2004 9:00,,165,65,,,,1.18,113,2.5,0.56,2.2,0.15,24.2,7.8,113,9.5,424,,105,193.56361,755.575769,,0.09902,,0.08802,193.37657,,,,,,,5.797159,,500.552126,5.689781,48.398657,151.860443,,,,,12.316684,,,,,,0.497262,,,,0.453614,,,,,,,,,28.078623,,,,1.93142,,,,,,
2004222008,75,3,(075) Little Wall Lake (Hamilton ) ,8/9/2004 8:30,,166,66.2,38,5,6,2.83,89,2.5,1.21,2.5,0.45,23.3,8.1,127,10.9,434,,640,57.31584,501.274159,0.82311,0.96635,,0.03429,55.47563,,0.01646,,,,,,,11.429634,18.68804,391.655389,31.473132,,,,,21.853232,,,,,,3.403555,,,,1.18756,,,,,,,,,20.500827,,,,0.822591,,,,,,0.260199
2005164016,75,1,(075) Little Wall Lake (Hamilton ) ,6/13/2005 10:45,,182,82.1,58,14,14,1.05,106,2.5,0.47,3.6,0.4,24.1,6.9,90,7.5,496,,28,132.86707,350.908334,2.56196,2.35353,,0.83182,126.99103,,0.12873,,,,,3.766511,,74.05623,5.613296,23.954137,100.3547,,,,,8.163371,125.579909,,,,,4.707166,,,,0.0076,,,,,,,,,4.49385,,,,,,,,,,0.211564
2005199016,75,2,(075) Little Wall Lake (Hamilton ) ,7/18/2005 8:30,,182,62.6,48,5,6,1.16,83,2.5,0.25,3.9,0.35,28.1,7.9,75,5.9,539,,18,73.60677,97.26969,3.254,2.39239,,0.21733,66.89548,0.83308,0.01449,,,,,0.583076,,3.580721,1.752078,50.48762,20.707247,,,,,8.784246,,,,,,0.128594,,,,0.457741,,,,,,,,,10.014069,,,,0.418109,,,,,,0.356189
2005220019,75,3,(075) Little Wall Lake (Hamilton ) ,8/8/2005 8:30,,180,73.2,45,9,11,0.14,66,2.5,,3.5,0.35,26.3,8.5,,9.7,487,,18,191.62934,64.241937,10.62653,7.64559,,0.4707,171.78822,0.93268,0.16562,,,,,1.489731,,0.52203,1.074671,23.426241,19.34666,,,,,10.849084,,,,,,0.109453,,0.287504,,2.3059,,,,,,,,,4.830663,,,,,,,,,,
2006163007,75,1,(075) Little Wall Lake (Hamilton ) ,6/12/2006 9:10,,197,53.5,58,8,17,3.23,100,2.5,0.16,2.7,0.3,18.1,8.5,93,8.8,491,,39,1177.44646,296.121207,6.31271,0.56134,,0.09879,1170.47362,,,,,,,22.688359,,4.828476,9.23295,60.077331,97.364086,,,,,,61.901277,,,,,10.058053,,,,0.066491,,,,,,,,,21.709505,,,,3.149089,,,,,,5.04559
2006198005,75,2,(075) Little Wall Lake (Hamilton ) ,7/17/2006 8:00,,197,59.8,46,,,2.44,103,,0.06,2.1,0.3,28.1,8.6,89,7,532,,27,69.30656,313.953755,0.08332,0.75774,,0.03967,68.42583,,,,,,,,,99.068609,2.036647,97.025124,,,,,,49.96395,56.711815,,,,,2.477258,,,,0.121369,,,,,,,,,6.548983,,,,,,,,,,
2006226004,75,3,(075) Little Wall Lake (Hamilton ) ,8/14/2006 9:15,,209,58,14,17,8,2.68,83,,0.21,2,0.43,24.4,8.8,,6,526,,45,795.84918,25.222835,0.86319,0.55653,,0.0918,793.47418,0.79893,0.06455,,,,,,,0.491634,0.094678,,11.651046,,,0.018155,,1.470579,9.904202,,,,,,,,,0.611406,,,,,,,,,0.981135,,,,,,,,,,
2007162006,75,1,(075) Little Wall Lake (Hamilton ) ,6/11/2007 8:30,,224,32.4,18,3,7,2.05,69,2.5,0.29,4.1,0.45,21.9,8.4,,,521,,40,1195.04872,91.488961,1.7703,0.99201,,,1191.54406,0.74235,,,,,,,,5.875988,3.216607,41.207935,,,,,,3.756938,27.662293,,,,,0.20151,,,,0.044315,,,,,,,,,9.523375,,,,,,,,,,
2007197005,75,2,(075) Little Wall Lake (Hamilton ) ,7/16/2007 11:15,,224,32,28,7,9,0.69,71,2.5,0.29,3.7,0.38,25.9,8.6,122,9.9,530,,23,46.44164,104.399419,0.26378,2.23834,,0.15865,42.87292,,0.90795,,,,0.035523,,,5.378894,0.516864,59.427703,18.86118,,,,,1.77045,16.121808,,,,,0.250498,,,,0.183389,,,,,,,,,1.410659,,,,0.049865,0.065896,,,,,0.32669
2007218008,75,3,(075) Little Wall Lake (Hamilton ) ,8/6/2007 9:10,,204,30.2,9,9,2,2.3,69,2.5,0.29,3.7,0.5,26.3,8.2,93,7.5,501,,26,232.68116,119.623645,8.64981,0.24474,,,223.78661,,,,,,,4.876612,,0.148667,0.099674,9.637502,62.266703,,,,,7.775306,29.217202,,,,,,,,,0.00175,,,,,,,,,4.505422,,,,0.86108,,,,,,0.233727
2009176047,75,1,(075) Little Wall Lake (Hamilton ) ,6/25/2009 15:30,,175,32,24,4,38,1.87,71,4.5,0.25,3.8,0.5,27.9,8.8,118,9.2,430,,17.7,80.49144,525.640463,0.25667,0.47078,0.22084,0.26992,73.82169,5.427,0.02454,,,,,7.355426,,72.005821,,18.52916,117.621489,,,,,33.136322,257.175189,,,,,,,,,0.110213,,,,,,,,,15.732245,,,,3.974598,,,,,,
2009211020,75,2,(075) Little Wall Lake (Hamilton ) ,7/30/2009 11:05,,160,25,24.4,18.9,5.6,2.25,93.1,4.5,0.25,3.5,0.3,24.1,8.9,89.6,7.5,450,,17.7,187.29001,64.476009,0.71617,0.21644,0.46472,0.25676,185.63592,,,,,,,0.705246,,,,15.274012,7.634384,11.955941,,,,3.690464,17.299764,,,,,,,,0.030989,0.036906,,,,,,,,,5.998138,,,,1.850165,,,,,,
2009232032,75,3,(075) Little Wall Lake (Hamilton ) ,8/20/2009 12:00,,145,38,53.3,14.7,38.7,1.61,102.9,4.5,0.25,3.7,0.2,23.5,9,109.1,9.3,380,,21.8,247.11291,81.566397,0.89924,0.05167,,0.30192,245.75029,,0.10979,,,,0.155442,,,,0.333771,,32.596378,,,,,22.759663,19.136403,,,,,0.078787,,,,0.038056,,,,,,,,,6.431662,,,,0.036235,,,,,,
2010158012,75,1,(075) Little Wall Lake (Hamilton ) ,6/7/2010 7:29,,162,15,49,43,6,1.15,90,4,0.25,3.8,0.3,22.6,7.7,99.4,8.6,420,,18.5,479.5035885,339.787,1.633767932,0.977318022,0.037696107,0.442929253,476.4118772,,,,,,,,,,0.989,36.359,8.938,200.808,,,,10.585,72.054,,,,,0.071,,,,0.215,,,,,,,,,9.044,,,,0.354,,,,,,0.37
2010207024,75,2,(075) Little Wall Lake (Hamilton ) ,7/26/2010 7:39,,147,21,44,44,2,0.25,95.3,4,0.25,4,0.3,27.4,8.1,89,7,400,,13.6,265.2426051,100.5028044,1.575869882,0.439299014,,0.386385093,262.5960264,,0.245024693,,,,,,,,0.624991706,,66.2566781,1.581795926,,,,26.33609835,0.161397169,,,,,,,,,0.039537783,,,,,,,,,4.197977693,,,,1.304327661,,,,,,
2010253003,75,3,(075) Little Wall Lake (Hamilton ) ,9/10/2010 10:10,,160,20,20,18,2,2.958433333,55.7,4,0.25,3.7,0.4,18.9,8.4,115.6,10.7,400,,10.9,257.0308394,340.1431376,5.651866706,0.354020587,,0.204483452,248.2599802,2.560488437,,,,,,,,,,15.47175135,33.27226577,247.0928597,,,,14.23330854,18.73184195,,,,,,,,0.015169787,0.34158862,,,,,,,,,10.85219423,,,,0.097123194,0.03503448,,,,,
2011157045,75,1,(075) Little Wall Lake (Hamilton ) ,6/6/2011 7:25,,178,19,21,11,10,0.25,74.4,5.5,0.2,3.5,0.4,23.7,7.9,82.5,7,420,0.3,22.2,101.0864159,760.615945,0.134198634,0.38846973,,2.575672026,97.98807549,,,,,,,6.601421381,,6.554578427,,46.02801432,,,,,,154.1713183,517.0379508,,,,,,,,,0.263268978,0.657316262,,,,,,,,29.30207652,,,,,,,,,,
2011206049,75,2,(075) Little Wall Lake (Hamilton ) ,7/25/2011 8:27,,175,80,36,28.5,7.5,3.5786,71.7,5.5,0.2,3.4,0.4,28.2,8.5,120.5,9.4,420,0.3,33.2,18.62231593,157.5143489,6.594907451,0.447942906,,0.022004213,11.54488752,,0.012573836,,,,,,,,1.453902068,24.72839396,1.846432572,98.52871631,,,,7.881291418,4.947249182,,,,,1.047381605,,,,0.5195526,,,,,,,,,15.41437632,,,,0.823491564,,,,,,0.323561306
2011249009,75,3,(075) Little Wall Lake (Hamilton ) ,9/6/2011 7:05,,135,34,22,22,2.5,1.536966667,63.3,5.5,0.2,3.2,0.4,21.1,8.6,96.4,8.6,410,0.3,24,19.66093099,166.1964679,1.797590344,0.016752169,,0.006700868,17.43867316,0.387812718,0.013401735,,,,,,,,2.798340031,13.8221576,22.26771624,6.414112545,,,,36.7913326,78.2732513,,,,,,,,,0.146845613,,,,,,,,,5.682711996,,,,,,,,,,
2012158031,75,1,(075) Little Wall Lake (Hamilton ) ,6/6/2012 15:20,,167,47,57.8,44.4,13.3,2.8758,96.4,5,0.03,3.3,0.4,22.4,8.7,124.8,10.8,270,0.4,24.8,60.34822463,205.5940422,2.223402659,0.725594806,0.029701145,0.029701145,56.95417406,,0.385650811,,,,0.075754405,1.669594762,,,,20.08591955,2.511711459,67.42694482,,,,60.02099805,39.05702205,,,,,0.115966031,,,,0.169756209,,,,,,,,,11.16827751,,,,0.035460478,,,,,,3.256636889
2012205038,75,2,(075) Little Wall Lake (Hamilton ) ,7/23/2012 7:19,,168,35,40,32,8,2.3445,77.5,5,0.03,3.1,0.3,28.1,8.7,84.9,6.6,290,0.4,30.1,76.27595234,469.0001265,4.8362477,2.070600577,,0.468132475,68.61929866,,0.28167293,,,,,,,5.269904961,0.411004288,,390.6166628,5.371635212,,,,14.60465346,19.47650158,,,,,,,,,0.053390683,,,,,,,,,28.89784374,,,,1.834619465,,,,,,2.463910318
2012247021,75,3,(075) Little Wall Lake (Hamilton ) ,9/3/2012 7:15,,153,54,68,68,1,2.2623,163.8,5,0.03,2.6,0.3,24.5,9.1,101.1,8.4,270,0.4,23.2,119.0406839,195.8907391,19.9668775,1.741906045,,0.70413432,96.24635991,,0.38140609,,,,,,,,1.229903636,22.31587938,89.6796621,23.1396412,,,,46.02565316,6.24114461,,,,,,,,,0.136385132,,,,,,,0.153066371,,5.932099183,,,,1.037304353,,,,,,
2013154007,75,1,(075) Little Wall Lake (Hamilton ) ,6/3/2013 7:15,,150,51,104,72,32,2.28945,167.7,7,0.07,3.2,0.2,18.6,9,109.9,10.3,370,0.2,54.2,26.41503313,191.0799834,10.0818664,0.709071461,,0.045396942,15.57869833,,,,,,,,,1.942722928,0.346418952,38.67851904,,127.110784,,,,,2.848178851,,,,,,,,,0.335006485,,,,,,,,,18.64276654,,,,,,,,,,1.175586604
